-0.682256	-0.0735079	0.226237
-1.00686	0.564134	2.87932
-1.22971	-1.51457	3.02331
-0.404338	-0.590509	1.07737
-1.09345	-0.427137	3.07064
0.237616	-0.230727	2.17076
0.041529	-0.773684	1.12228
-1.50049	-0.50734	1.65437
0.416777	-0.960731	1.06546
-0.719109	-0.59396	1.60621
-1.21755	-0.33791	1.63911
0.344584	-0.890975	1.80436
0.150569	-0.697969	3.61832
-1.13088	-0.624124	4.73287
0.529135	-1.50062	3.24328
-1.45032	-1.54929	2.44803
-1.43464	-0.632934	1.72974
-1.3513	-0.989137	3.48658
-0.375655	-0.461435	3.21398
0.0914805	-0.0705485	2.36822
-1.33192	-1.13753	2.29419
0.176985	0.905018	0.988393
-1.20188	-0.276004	2.82564
-0.982216	0.282044	2.68257
-1.34246	-0.422389	3.11133
0.608312	-1.13769	1.96389
-0.464039	0.819172	2.22286
-0.788752	-1.47876	3.25133
0.899883	0.517612	0.270914
-1.2627	0.145624	3.88896
-0.673246	0.909547	3.95296
-0.691815	-0.669244	1.4913
1.14658	0.475584	2.27279
-1.10604	-0.337882	4.02308
-0.274258	0.256956	3.12236
-0.842366	0.827824	0.557634
0.030647	1.36526	5.11498
-0.28109	0.791958	1.01736
-0.158234	0.357943	2.46251
-0.514601	-1.22422	1.96923
-0.765292	1.2247	0.793391
-1.21697	0.563877	3.2474
-0.637167	-0.156514	3.71974
-1.39254	0.240037	1.55227
-0.810814	0.819918	4.45209
-1.30793	-0.896809	3.30226
-1.36381	-0.826601	3.60115
-0.857333	0.853912	5.81791
-0.832381	0.713808	3.94995
-1.10877	-0.558837	2.47095
-1.49134	-0.486139	4.53428
-0.737441	-0.582576	2.47197
-0.257724	1.48371	2.03083
-0.833544	-0.407377	1.65009
0.940411	1.0185	3.15931
-1.17615	1.46738	0.470102
-0.445623	1.51051	3.51773
-1.48286	0.408547	3.28994
-0.38821	1.39827	2.42243
-0.421915	1.17864	0.746031
-0.498781	0.825087	5.44372
-1.10704	0.649595	3.77207
-1.53727	-1.15204	2.33015
-0.15129	0.164869	1.63896
-1.34257	0.207418	2.43083
-0.828579	1.4397	0.110643
0.308711	1.05706	2.71565
-1.50332	-0.0874829	3.66303
0.240646	0.789288	3.50685
-1.41152	1.3235	3.04114
-0.272133	1.39884	1.88498
-1.30619	-0.196029	3.50192
-0.243573	-1.29981	2.58112
-0.579312	-0.830385	3.60087
-0.0830236	-1.29358	3.08782
-1.0797	-1.45593	2.36572
-0.940522	-0.524873	1.41357
0.200634	0.535803	3.78995
-0.457874	-0.7393	2.5555
-1.35847	-1.14667	2.18594
0.426231	-0.0160302	2.79687
0.273683	-0.127366	0.290596
-0.974921	-1.46136	1.48366
-1.45652	0.444884	1.28168
-0.452869	0.108063	1.56877
-0.870051	-1.36297	1.06261
-1.05246	-0.302423	1.32121
-1.21704	-0.686997	5.79627
-1.53376	-0.906076	2.60936
-1.43549	-1.32222	3.52282
0.109101	-0.506954	1.65015
-0.191271	-1.03913	0.810006
-1.06744	0.0355391	4.57854
0.344769	-0.0432803	2.18645
-0.697723	0.884426	1.86225
-1.35695	0.65203	0.386993
-1.20049	-1.22755	2.01318
-1.08656	-0.985874	2.64844
-1.05653	-0.566238	3.27162
-0.0906295	-0.998526	2.47106
-0.965054	-0.933781	4.34743
-0.797808	-0.870095	2.7686
-0.470933	1.25725	3.38578
-0.611362	-1.37644	2.19362
-1.38481	-1.01777	0.755993
-0.72155	0.63985	1.96659
-0.110923	0.362858	1.04404
-1.26224	-0.769271	3.53711
0.039185	-0.364371	2.86339
-1.22498	1.14056	3.58752
-0.543092	0.117979	1.69819
-1.30515	0.317854	2.58682
-0.901453	0.146009	1.14106
-0.719705	1.01845	1.17366
-0.789247	0.831796	1.79046
0.0323803	-0.333207	1.29568
-0.727806	-0.967521	3.74305
-0.261527	1.09737	4.23304
-1.2126	-0.0850117	2.07286
-0.338031	-1.06465	2.05404
0.485469	0.430424	2.64014
-1.15212	0.208797	1.49877
-0.715306	0.755693	2.19026
-0.354205	0.555503	1.91742
-1.18713	-0.136037	0.757549
0.381587	1.11997	2.60997
-1.13189	0.0545402	2.79738
0.00510926	-0.554048	0.414416
-0.914548	-0.783337	1.66607
-1.27685	0.833515	2.20391
-0.285591	1.49929	3.80473
-0.197088	0.974736	2.702
-0.0478432	0.286166	3.17052
0.197959	-0.137087	1.43541
-0.77379	1.41791	2.8784
-0.506976	1.15214	2.64432
-1.14952	0.304831	1.31657
-1.22177	-0.270751	3.26875
-0.796886	0.227265	3.87548
-0.778452	1.35371	1.26936
-0.35206	1.49983	4.51707
-0.782004	1.13378	2.07563
-0.309905	-0.400874	1.39632
-0.526176	-0.0972417	1.85502
-0.209188	-1.517	3.2754
-0.590297	-0.15281	2.5423
-1.49221	-1.31902	2.01766
-1.03196	-1.12925	4.16747
-0.106465	-0.308811	3.71763
-0.187844	-0.743163	2.59128
-1.48638	0.782592	0.109249
-0.165441	-1.5162	2.22573
-0.342655	-0.0923358	2.86183
-1.35344	-1.47161	1.70149
-1.01641	-1.36165	2.05759
-0.746576	-1.54267	1.9406
-1.29677	0.270909	3.49983
-0.0472824	-0.257955	0.728472
0.742026	0.52077	1.85186
-0.829341	1.39862	5.39469
-0.491291	0.966276	3.13427
-0.73047	0.985208	3.82783
-0.928104	-1.21892	1.43426
-0.135431	-0.470182	1.72395
-0.0861817	1.05724	2.91231
0.354447	-1.51334	1.16892
-1.43635	-0.227093	1.65651
-0.13169	-1.11943	4.91443
-0.676577	0.248246	1.92651
-0.804095	-0.294293	2.92507
-1.23865	-1.29225	1.02313
-0.304639	-1.32758	1.46143
-0.885773	-0.155744	1.9704
-0.45227	0.590897	5.42243
-1.3992	-0.141741	1.98911
-1.2085	0.0333286	0.787581
0.551451	-1.51029	0.658391
-0.486752	1.12575	1.93199
-0.702037	0.258063	1.25917
-1.24078	0.921547	4.20929
-1.11055	-0.924316	1.5768
-0.51426	1.09205	1.58122
-0.547955	-1.12282	1.89428
0.754723	-1.02467	2.46133
-0.716867	1.45732	0.906424
-1.44891	0.792408	3.06843
-1.21534	-0.121677	1.23848
-1.41493	0.573841	1.44905
-1.25522	-1.49606	1.77305
-1.29165	0.463229	2.5334
-1.07873	-0.760191	2.67848
-1.52052	1.27278	3.64441
-0.783932	-0.0766106	2.18728
-0.614441	-0.506923	3.47052
-0.902065	1.07228	2.77818
-1.09571	-0.101158	1.28234
-1.07917	-0.650358	1.0225
0.215231	1.47462	1.48386
-1.42424	1.31713	1.41945
-0.286495	1.20874	1.94052
-1.12275	0.366523	2.15392
0.478181	0.856045	1.88995
-0.211699	0.147298	1.75481
-1.14057	0.940325	3.02585
-0.103724	0.746564	2.71809
-0.57914	1.15077	4.89864
0.153351	0.77165	2.54273
-1.18481	1.4794	2.32596
-1.139	1.18409	2.68023
-1.14522	0.556534	3.19659
-0.69054	0.893264	1.4436
-0.67158	1.06976	4.31138
0.235623	0.884858	2.33027
-1.51245	-1.05454	3.41357
-0.531103	-0.489013	4.37372
-1.27085	-0.964684	3.04944
-1.46519	-0.631422	0.621671
-1.43765	-1.15096	0.351181
-1.28012	-1.1943	1.37901
-1.29597	0.907071	2.02769
0.61757	0.452271	3.5166
-0.893527	-0.629937	1.64462
-0.555142	-1.38792	2.71728
-1.06056	-1.43484	2.60548
-0.714206	-0.00509067	0.616772
-1.29199	-1.02965	2.32712
-0.365675	-0.492098	1.40373
-0.790543	-0.688283	2.27588
-1.04806	-1.18637	1.99606
-0.36375	-0.741083	3.76416
-0.591154	-0.601856	2.42817
0.584481	-0.626341	2.49111
-0.653645	-1.09054	1.1298
-1.45616	-1.51967	0.85418
-0.616105	-1.4893	2.24446
-0.0815411	-1.23539	2.66751
0.579549	-1.39388	2.81326
-0.898667	-1.10339	1.37794
-0.340019	-0.787474	4.72796
-1.28721	-1.22527	2.56903
-1.44095	-0.979935	1.7062
-0.852014	-0.853586	0.678886
-1.16377	-1.40581	3.21529
-1.12014	1.54785	2.09029
-0.37691	1.08147	1.92586
-1.17044	-0.800771	3.58113
0.269718	1.30517	2.33148
0.532777	0.0620126	0.863314
-1.18718	1.52036	1.15599
-0.634902	-0.772809	1.84385
-0.821285	-1.07068	1.38526
-1.42165	0.961436	2.02017
-1.50007	-0.164982	2.67099
-0.966566	-0.33841	2.15622
-0.497564	0.305211	2.10433
-1.03592	1.28714	2.67029
0.528671	0.325795	1.40038
-0.0444008	-0.753856	1.37657
-1.48454	1.47184	1.63865
-1.46509	1.16107	1.04391
-0.349031	0.590642	3.25331
-1.07153	-0.724562	1.19059
-1.49638	-1.37551	3.41839
0.536221	0.263974	3.95324
-1.16767	1.37356	3.36669
-0.401818	0.903571	1.47449
0.00198309	-0.0874376	2.07937
-0.479078	-0.331941	5.17284
-1.28646	-0.536685	0.942113
-0.475982	1.13375	5.15835
-1.36028	0.761216	4.03376
0.0265901	0.491589	1.8035
0.32468	-0.734693	2.7552
-0.467326	1.47971	2.48774
-1.20667	1.15794	0.923873
-1.26632	0.286994	4.49747
-0.975693	1.30752	5.10671
-1.16417	0.479861	2.02138
0.434745	1.19054	1.97245
-0.655933	1.03422	4.75132
-0.97269	0.875284	3.16743
-1.18428	1.12018	1.0481
-1.1673	1.37954	2.53247
-1.05881	-0.466024	2.54786
-0.832216	-1.44705	3.24446
-0.304662	-1.30036	0.74085
-0.317759	-0.993705	1.92413
-0.441174	-0.121188	0.706
-1.38997	-0.85606	1.90797
-0.510613	0.75734	2.75033
-0.269485	-1.43139	3.36289
-0.199406	0.566823	1.32942
-0.099075	-1.46305	1.78083
-1.03894	-0.343721	4.06877
-1.19758	-1.51656	0.8768
-0.622831	-1.35054	1.99732
-0.669525	-0.342294	0.945183
-0.0384461	-0.163185	2.77762
0.418236	-1.09798	3.02067
-0.234666	-1.54327	2.22913
0.373712	0.475828	1.01106
-0.947022	-0.797837	0.472828
-1.01413	-0.874835	3.07486
-1.28748	1.08826	3.43175
-1.22621	-0.987335	2.7808
-0.898501	0.0486503	4.21974
0.216805	-1.22025	2.08668
-0.774367	0.277373	1.69548
-0.153833	-1.54484	3.20484
-0.83097	-1.26162	1.53731
-1.20199	-0.41791	2.84825
-0.945777	-0.769468	2.60119
0.731311	-1.18736	4.63417
0.0112372	-0.260512	2.83251
-1.24997	0.198883	0.543394
-0.403316	-0.106086	1.09574
0.161317	0.329252	3.02397
-0.425347	-0.115792	3.06046
0.269063	1.19938	2.97087
-0.308927	-0.137492	4.29576
-1.07327	0.430283	1.46319
-0.668761	0.401408	2.53217
-0.692501	0.896467	0.160392
-0.746726	-0.267993	3.47652
0.447133	-1.33726	2.35556
-0.455735	0.0830703	0.741218
0.709284	0.256671	0.739763
-0.107374	0.389947	2.12946
-0.161613	-0.236044	0.877421
-0.358622	-0.0484952	1.83677
0.446884	0.323759	2.32118
